"Region","Org Code","Provider name","Modality","Total_Scans","RequestToTest_Days","TestToReport_Days","Total_Turnaround_Days"
"Y62","RM3","Northern Care Alliance NHS Foundation Trust","Single Photon Emission Computerized Tomography","280.0","35.0","12.0","47.0"
"Y62","NT2","Nuffield Health","Computerized Axial Tomography","1675.0","13.0","0.0","13.0"
"Y62","NT2","Nuffield Health","Diagnostic Ultrasonography","205.0","20.0","0.0","20.0"
"Y62","NT2","Nuffield Health","Fluoroscopy","40.0","18.5","0.0","18.5"
"Y62","NT2","Nuffield Health","Magnetic Resonance Imaging","2495.0","9.0","0.0","9.0"
"Y62","NT2","Nuffield Health","Plain Radiography","1580.0","0.0","1.0","1.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Computerized Axial Tomography","2800.0","6.0","7.0","13.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Diagnostic Ultrasonography","15440.0","8.0","0.0","8.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Fluoroscopy","6270.0","0.0","0.0","0.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Magnetic Resonance Imaging","12195.0","9.0","7.0","16.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Nuclear Medicine Procedure","15.0","0.0","0.0","0.0"
"Y62","NVC","Ramsay Health Care UK Operations Limited","Plain Radiography","17800.0","0.0","2.0","2.0"
"Y62","NT3","Spire Healthcare","Computerized Axial Tomography","2570.0","11.0","2.0","13.0"
"Y62","NT3","Spire Healthcare","Diagnostic Ultrasonography","5640.0","25.0","0.0","25.0"
"Y62","NT3","Spire Healthcare","Fluoroscopy","2875.0","1.0","7.0","8.0"
"Y62","NT3","Spire Healthcare","Magnetic Resonance Imaging","11225.0","19.0","2.0","21.0"
"Y62","NT3","Spire Healthcare","Plain Radiography","19510.0","0.0","3.0","3.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Computerized Axial Tomography","48130.0","0.0","0.0","0.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Diagnostic Ultrasonography","56590.0","19.0","0.0","19.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Fluoroscopy","2945.0","11.0","0.0","11.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Magnetic Resonance Imaging","20610.0","19.0","3.0","22.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Nuclear Medicine Procedure","1640.0","18.0","2.0","20.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Plain Radiography","126340.0","0.0","1.0","1.0"
"Y62","RWJ","Stockport NHS Foundation Trust","Single Photon Emission Computerized Tomography","560.0","16.0","2.0","18.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Computerized Axial Tomography","26760.0","0.0","0.0","0.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Diagnostic Ultrasonography","44005.0","1.0","0.0","1.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Fluoroscopy","2495.0","0.0","0.0","0.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Magnetic Resonance Imaging","15045.0","4.0","0.0","4.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Medical Photography","5.0","0.0","2.0","2.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Nuclear Medicine Procedure","2010.0","5.0","1.0","6.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Plain Radiography","87980.0","0.0","2.0","2.0"
"Y62","RMP","Tameside and Glossop Integrated Care NHS Foundation Trust","Single Photon Emission Computerized Tomography","85.0","7.0","0.0","7.0"
"Y62","RBV","The Christie NHS Foundation Trust","Computerized Axial Tomography","40120.0","40.0","1.0","41.0"
"Y62","RBV","The Christie NHS Foundation Trust","Diagnostic Ultrasonography","8015.0","15.0","0.0","15.0"
"Y62","RBV","The Christie NHS Foundation Trust","Fluoroscopy","5320.0","6.0","0.0","6.0"
"Y62","RBV","The Christie NHS Foundation Trust","Magnetic Resonance Imaging","13345.0","40.0","2.0","42.0"
"Y62","RBV","The Christie NHS Foundation Trust","Medical Photography","6110.0","0.0","0.0","0.0"
"Y62","RBV","The Christie NHS Foundation Trust","Nuclear Medicine Procedure","3780.0","19.0","1.0","20.0"
"Y62","RBV","The Christie NHS Foundation Trust","Plain Radiography","13135.0","0.0","1.0","1.0"
"Y62","RBV","The Christie NHS Foundation Trust","Positron Emission Tomography","10875.0","15.0","3.0","18.0"
"Y62","RBV","The Christie NHS Foundation Trust","Single Photon Emission Computerized Tomography","220.0","27.0","1.0","28.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Computerized Axial Tomography","22985.0","37.0","2.0","39.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Diagnostic Ultrasonography","6605.0","19.0","0.0","19.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Fluoroscopy","385.0","14.0","0.0","14.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Magnetic Resonance Imaging","10425.0","43.0","3.0","46.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Nuclear Medicine Procedure","2060.0","28.0","2.0","30.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Plain Radiography","3680.0","0.0","0.0","0.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Positron Emission Tomography","250.0","10.0","3.0","13.0"
"Y62","REN","The Clatterbridge Cancer Centre NHS Foundation Trust","Single Photon Emission Computerized Tomography","115.0","29.0","5.0","34.0"
"Y62","RET","The Walton Centre NHS Foundation Trust","Computerized Axial Tomography","5005.0","1.0","0.0","1.0"
"Y62","RET","The Walton Centre NHS Foundation Trust","Diagnostic Ultrasonography","55.0","1.0","0.0","1.0"
"Y62","RET","The Walton Centre NHS Foundation Trust","Fluoroscopy","1185.0","1.0","1.0","2.0"
"Y62","RET","The Walton Centre NHS Foundation Trust","Magnetic Resonance Imaging","14200.0","29.0","17.0","46.0"
"Y62","RET","The Walton Centre NHS Foundation Trust","Plain Radiography","6560.0","0.0","0.0","0.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Computerized Axial Tomography","48975.0","1.0","0.0","1.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Diagnostic Ultrasonography","70385.0","14.0","0.0","14.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Fluoroscopy","5465.0","0.0","0.0","0.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Magnetic Resonance Imaging","27560.0","20.0","4.0","24.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Nuclear Medicine Procedure","1905.0","20.0","5.0","25.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Plain Radiography","166395.0","0.0","5.0","5.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Positron Emission Tomography","30.0","95.0","0.0","95.0"
"Y62","RTX","University Hospitals of Morecambe Bay NHS Foundation Trust","Single Photon Emission Computerized Tomography","115.0","22.0","3.0","25.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","38410.0","1.0","0.0","1.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","66260.0","13.0","0.0","13.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Fluoroscopy","2985.0","4.0","0.0","4.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","24720.0","28.0","12.0","40.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","920.0","18.0","2.0","20.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Plain Radiography","119615.0","0.0","5.0","5.0"
"Y62","RWW","Warrington and Halton Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","95.0","37.0","3.0","40.0"
"Y62","RY7","Wirral Community Health and Care NHS Foundation Trust","Diagnostic Ultrasonography","820.0","41.0","0.0","41.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Computerized Axial Tomography","50140.0","2.0","0.0","2.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Diagnostic Ultrasonography","100080.0","13.0","0.0","13.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Fluoroscopy","2925.0","5.0","1.0","6.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Magnetic Resonance Imaging","25600.0","29.0","0.0","29.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Nuclear Medicine Procedure","370.0","17.0","8.0","25.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Plain Radiography","203940.0","0.0","2.0","2.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Positron Emission Tomography","930.0","4.0","4.0","8.0"
"Y62","RBL","Wirral University Teaching Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","5.0","29.5","8.5","38.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Computerized Axial Tomography","52610.0","2.0","0.0","2.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Diagnostic Ultrasonography","73430.0","36.0","0.0","36.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Fluoroscopy","6000.0","1.0","1.0","2.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Magnetic Resonance Imaging","34540.0","12.0","1.0","13.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Medical Photography","","","",""
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Nuclear Medicine Procedure","2850.0","21.0","5.0","26.0"
"Y62","RRF","Wrightington, Wigan and Leigh NHS Foundation Trust","Plain Radiography","174695.0","0.0","2.0","2.0"
"Y63","RCF","Airedale NHS Foundation Trust","Computerized Axial Tomography","19625.0","1.0","0.0","1.0"
"Y63","RCF","Airedale NHS Foundation Trust","Diagnostic Ultrasonography","37860.0","16.0","0.0","16.0"
"Y63","RCF","Airedale NHS Foundation Trust","Fluoroscopy","2820.0","0.0","0.0","0.0"
"Y63","RCF","Airedale NHS Foundation Trust","Magnetic Resonance Imaging","7390.0","14.0","2.0","16.0"
"Y63","RCF","Airedale NHS Foundation Trust","Plain Radiography","85410.0","0.0","1.0","1.0"
"Y63","NT9","Alliance Medical","Computerized Axial Tomography","5210.0","4.0","7.0","11.0"
"Y63","NT9","Alliance Medical","Magnetic Resonance Imaging","65.0","13.0","",""
"Y63","NT9","Alliance Medical","Positron Emission Tomography","25680.0","7.0","2.0","9.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Computerized Axial Tomography","29990.0","1.0","0.0","1.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Diagnostic Ultrasonography","67860.0","18.0","0.0","18.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Fluoroscopy","2830.0","1.0","0.0","1.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Magnetic Resonance Imaging","11445.0","9.0","3.0","12.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Nuclear Medicine Procedure","2175.0","27.0","5.0","32.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Plain Radiography","115645.0","0.0","1.0","1.0"
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Positron Emission Tomography","","","",""
"Y63","RFF","Barnsley Hospital NHS Foundation Trust","Single Photon Emission Computerized Tomography","70.0","2.0","0.0","2.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","52410.0","3.0","1.0","4.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","84760.0","16.0","0.0","16.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Fluoroscopy","7130.0","4.0","0.0","4.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","21315.0","20.0","6.0","26.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","2955.0","41.0","12.0","53.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Plain Radiography","153260.0","0.0","1.0","1.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Positron Emission Tomography","1180.0","8.0","1.0","9.0"
"Y63","RAE","Bradford Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","485.0","43.0","3.0","46.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Computerized Axial Tomography","52040.0","0.0","0.0","0.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Diagnostic Ultrasonography","65460.0","1.0","0.0","1.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Fluoroscopy","5140.0","0.0","0.0","0.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Magnetic Resonance Imaging","25295.0","26.0","4.0","30.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Medical Photography","8275.0","0.0","0.0","0.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Nuclear Medicine Procedure","1545.0","16.0","1.0","17.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Plain Radiography","156830.0","0.0","2.0","2.0"
"Y63","RWY","Calderdale and Huddersfield NHS Foundation Trust","Single Photon Emission Computerized Tomography","70.0","9.0","1.0","10.0"
"Y63","NT4","Circle Health Group Limited","Computerized Axial Tomography","660.0","6.0","2.0","8.0"
"Y63","NT4","Circle Health Group Limited","Diagnostic Ultrasonography","3750.0","13.0","0.0","13.0"
"Y63","NT4","Circle Health Group Limited","Fluoroscopy","110.0","29.0","0.0","29.0"
"Y63","NT4","Circle Health Group Limited","Magnetic Resonance Imaging","4350.0","19.0","1.0","20.0"
"Y63","NT4","Circle Health Group Limited","Plain Radiography","480.0","7.0","1.0","8.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Computerized Axial Tomography","80985.0","0.0","0.0","0.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Diagnostic Ultrasonography","100475.0","3.0","0.0","3.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Fluoroscopy","4575.0","0.0","0.0","0.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Magnetic Resonance Imaging","33910.0","38.0","1.0","39.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Nuclear Medicine Procedure","3130.0","14.0","2.0","16.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Plain Radiography","224680.0","0.0","1.0","1.0"
"Y63","RXP","County Durham and Darlington NHS Foundation Trust","Single Photon Emission Computerized Tomography","355.0","2.0","0.0","2.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","61180.0","0.0","0.0","0.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","92990.0","17.0","0.0","17.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Fluoroscopy","2215.0","13.0","3.0","16.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","25260.0","26.0","3.0","29.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","2010.0","36.0","5.0","41.0"
"Y63","RP5","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","Plain Radiography","238115.0","0.0","1.0","1.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Computerized Axial Tomography","30390.0","1.0","0.0","1.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Diagnostic Ultrasonography","63265.0","17.0","0.0","17.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Fluoroscopy","3125.0","21.0","0.0","21.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Magnetic Resonance Imaging","13085.0","11.0","3.0","14.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Nuclear Medicine Procedure","2695.0","14.0","1.0","15.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Plain Radiography","114805.0","0.0","1.0","1.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Positron Emission Tomography","675.0","9.0","5.0","14.0"
"Y63","RR7","Gateshead Health NHS Foundation Trust","Single Photon Emission Computerized Tomography","145.0","3.0","0.0","3.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Computerized Axial Tomography","21745.0","0.0","0.0","0.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Diagnostic Ultrasonography","36215.0","17.0","0.0","17.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Fluoroscopy","2325.0","0.0","0.0","0.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Magnetic Resonance Imaging","12575.0","23.0","4.0","27.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Nuclear Medicine Procedure","2775.0","66.0","0.0","66.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Plain Radiography","81370.0","0.0","1.0","1.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Positron Emission Tomography","350.0","4.0","2.0","6.0"
"Y63","RCD","Harrogate and District NHS Foundation Trust","Single Photon Emission Computerized Tomography","160.0","29.0","10.0","39.0"
"Y63","NYR","Healthshare Diagnostics","Diagnostic Ultrasonography","760.0","30.0","0.0","30.0"
"Y63","NYR","Healthshare Diagnostics","Magnetic Resonance Imaging","80.0","50.0","5.0","55.0"
"Y63","NYR","Healthshare Diagnostics","Plain Radiography","915.0","22.0","1.0","23.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Computerized Axial Tomography","82170.0","0.0","0.0","0.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Diagnostic Ultrasonography","88170.0","8.0","0.0","8.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Fluoroscopy","12570.0","2.0","0.0","2.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Magnetic Resonance Imaging","71080.0","17.0","2.0","19.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Nuclear Medicine Procedure","1825.0","27.0","2.0","29.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Plain Radiography","182700.0","0.0","1.0","1.0"
"Y63","RWA","Hull University Teaching Hospitals NHS Trust","Single Photon Emission Computerized Tomography","1150.0","25.0","6.0","31.0"
"Y63","W1I1O","Illumina Diagnostics Ltd","Diagnostic Ultrasonography","10730.0","18.0","0.0","18.0"
"Y63","NFO","Kleyn Healthcare","Diagnostic Ultrasonography","4680.0","12.0","0.0","12.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Computerized Axial Tomography","173225.0","3.0","1.0","4.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Diagnostic Ultrasonography","170625.0","19.0","0.0","19.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Fluoroscopy","19340.0","1.0","0.0","1.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Magnetic Resonance Imaging","69725.0","29.0","3.0","32.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Nuclear Medicine Procedure","7055.0","26.0","0.0","26.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Plain Radiography","394765.0","0.0","1.0","1.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Positron Emission Tomography","4420.0","6.0","2.0","8.0"
"Y63","RR8","Leeds Teaching Hospitals NHS Trust","Single Photon Emission Computerized Tomography","950.0","33.0","0.0","33.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Computerized Axial Tomography","85540.0","2.0","0.0","2.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Diagnostic Ultrasonography","149905.0","13.0","0.0","13.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Fluoroscopy","11480.0","0.0","0.0","0.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Magnetic Resonance Imaging","36545.0","27.0","10.0","37.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Nuclear Medicine Procedure","5.0","11.0","3.0","14.0"
"Y63","RXF","Mid Yorkshire Teaching NHS Trust","Plain Radiography","275980.0","0.0","1.0","1.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Computerized Axial Tomography","43320.0","3.0","0.0","3.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Diagnostic Ultrasonography","76020.0","14.0","0.0","14.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Fluoroscopy","2170.0","16.0","0.0","16.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Magnetic Resonance Imaging","22190.0","25.0","6.0","31.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Nuclear Medicine Procedure","2330.0","20.0","3.0","23.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Plain Radiography","175180.0","0.0","1.0","1.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Positron Emission Tomography","625.0","7.0","4.0","11.0"
"Y63","RVW","North Tees and Hartlepool NHS Foundation Trust","Single Photon Emission Computerized Tomography","390.0","18.0","6.0","24.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Computerized Axial Tomography","130785.0","1.0","0.0","1.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Diagnostic Ultrasonography","87660.0","13.0","0.0","13.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Fluoroscopy","9060.0","0.0","0.0","0.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Magnetic Resonance Imaging","59670.0","15.0","3.0","18.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Nuclear Medicine Procedure","2945.0","30.0","5.0","35.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Plain Radiography","159410.0","0.0","2.0","2.0"
"Y63","RJL","Northern Lincolnshire and Goole NHS Foundation Trust","Single Photon Emission Computerized Tomography","105.0","24.0","5.0","29.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Computerized Axial Tomography","71685.0","2.0","1.0","3.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Diagnostic Ultrasonography","105420.0","14.0","0.0","14.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Fluoroscopy","3205.0","12.0","1.0","13.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Magnetic Resonance Imaging","33435.0","22.0","2.0","24.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Nuclear Medicine Procedure","235.0","0.0","0.0","0.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Plain Radiography","240260.0","0.0","6.0","6.0"
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Positron Emission Tomography","","","",""
"Y63","RTF","Northumbria Healthcare NHS Foundation Trust","Single Photon Emission Computerized Tomography","20.0","0.0","",""
"Y63","NT2","Nuffield Health","Computerized Axial Tomography","280.0","10.0","3.0","13.0"
"Y63","NT2","Nuffield Health","Diagnostic Ultrasonography","1585.0","26.0","0.0","26.0"
"Y63","NT2","Nuffield Health","Fluoroscopy","245.0","29.0","0.0","29.0"
"Y63","NT2","Nuffield Health","Magnetic Resonance Imaging","2415.0","19.0","2.0","21.0"
"Y63","NT2","Nuffield Health","Plain Radiography","11435.0","0.0","0.0","0.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Computerized Axial Tomography","3680.0","8.0","4.0","12.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Diagnostic Ultrasonography","5435.0","8.0","0.0","8.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Fluoroscopy","2725.0","0.0","0.0","0.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Magnetic Resonance Imaging","9375.0","10.0","3.0","13.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Nuclear Medicine Procedure","15.0","0.0","0.0","0.0"
"Y63","NVC","Ramsay Health Care UK Operations Limited","Plain Radiography","12780.0","0.0","1.0","1.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Computerized Axial Tomography","1745.0","21.0","1.0","22.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Diagnostic Ultrasonography","9705.0","20.0","0.0","20.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Fluoroscopy","1400.0","42.0","0.0","42.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Magnetic Resonance Imaging","9380.0","45.0","2.0","47.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Medical Photography","10.0","","13.0",""
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Nuclear Medicine Procedure","295.0","34.0","5.0","39.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Plain Radiography","27885.0","8.0","0.0","8.0"
"Y63","RCU","Sheffield Children's NHS Foundation Trust","Single Photon Emission Computerized Tomography","5.0","67.0","5.0","72.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Computerized Axial Tomography","86250.0","1.0","1.0","2.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","86775.0","13.0","0.0","13.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Fluoroscopy","7800.0","14.0","0.0","14.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","62255.0","47.0","8.0","55.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Medical Photography","5.0","0.0","",""
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","4060.0","29.0","5.0","34.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Plain Radiography","250935.0","0.0","1.0","1.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Positron Emission Tomography","4185.0","7.0","3.0","10.0"
"Y63","RHQ","Sheffield Teaching Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","1680.0","20.0","3.0","23.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Computerized Axial Tomography","67025.0","1.0","1.0","2.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Diagnostic Ultrasonography","66455.0","13.0","0.0","13.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Fluoroscopy","10580.0","0.0","0.0","0.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Magnetic Resonance Imaging","36375.0","20.0","4.0","24.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Nuclear Medicine Procedure","2665.0","18.0","2.0","20.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Plain Radiography","196255.0","0.0","0.0","0.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Positron Emission Tomography","1680.0","8.0","5.0","13.0"
"Y63","RTR","South Tees Hospitals NHS Foundation Trust","Single Photon Emission Computerized Tomography","65.0","18.5","15.0","33.5"
